"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 10 10:24:50 CST 2021","Sat Apr 10 10:24:53 CST 2021","2769","testcase","test_OpenAccount","Test_OpenAccount","","","VerID:WAP1.0.0.1|ReqID:13456.0|Author:chenguosen|CaseTitle:04.业务线、合同不变，增加用户_用户、账号创建成功","提供账户中心的账户开户，并根据参数提供的产品线和合同编码，自动创建对应账本科目、“产品线+合同编码”与账本科目对应关系、账户账本等功能。开户成功后返回账户ID给调用方。"
"passed","Sat Apr 10 10:24:43 CST 2021","Sat Apr 10 10:24:47 CST 2021","3535","testcase","test_OpenAccount","Test_OpenAccount","","","VerID:WAP1.0.0.1|ReqID:13456.0|Author:chenguosen|CaseTitle:02.账户信息、对应基础账本科目都不存在，contractId为空_业务与账本科目关系、合同专用账本不创建，其他信息创建成功","提供账户中心的账户开户，并根据参数提供的产品线和合同编码，自动创建对应账本科目、“产品线+合同编码”与账本科目对应关系、账户账本等功能。开户成功后返回账户ID给调用方。"
"passed","Sat Apr 10 10:24:53 CST 2021","Sat Apr 10 10:24:54 CST 2021","746","testcase","test_OpenAccount","Test_OpenAccount","","","VerID:WAP1.0.0.1|ReqID:13456.0|Author:chenguosen|CaseTitle:05.用户、业务线、合同都存在_创建失败","提供账户中心的账户开户，并根据参数提供的产品线和合同编码，自动创建对应账本科目、“产品线+合同编码”与账本科目对应关系、账户账本等功能。开户成功后返回账户ID给调用方。"
"passed","Sat Apr 10 10:24:37 CST 2021","Sat Apr 10 10:24:43 CST 2021","6463","testcase","test_OpenAccount","Test_OpenAccount","","","VerID:WAP1.0.0.1|ReqID:13456.0|Author:chenguosen|CaseTitle:01.账户信息、对应基础账本科目都不存在_用户、客户、账户、账本、账本科目创建成功","提供账户中心的账户开户，并根据参数提供的产品线和合同编码，自动创建对应账本科目、“产品线+合同编码”与账本科目对应关系、账户账本等功能。开户成功后返回账户ID给调用方。"
"passed","Sat Apr 10 10:24:47 CST 2021","Sat Apr 10 10:24:50 CST 2021","3011","testcase","test_OpenAccount","Test_OpenAccount","","","VerID:WAP1.0.0.1|ReqID:13456.0|Author:chenguosen|CaseTitle:03.增加业务线16+合同ID_账本、账本科目创建成功","提供账户中心的账户开户，并根据参数提供的产品线和合同编码，自动创建对应账本科目、“产品线+合同编码”与账本科目对应关系、账户账本等功能。开户成功后返回账户ID给调用方。"
